x,y,z,roll,pitch,yaw
4.225346,-0.9087829,1.00269,-1.5105475950663163,-0.007652539888465948,1.4158460272575695
2.342436,-1.7971798,0.08237596,-1.1762845528946857,0.032733534557585854,0.9929883007418938
2.4800272,-0.4904216,1.0406206,-1.5366653745745806,0.015760982965111945,1.4586306641223288
4.471605,2.1438909,0.4266584,-1.4324163185026288,-0.04627503563313365,2.0569654071473376
2.597339,1.5719439,0.07943183,-1.2493732960916797,-0.006241690039621405,2.151707998998821
