x,y,z,roll,pitch,yaw
4.241197,-0.90593016,1.1006099,-1.5363168037004231,-0.04438830504630455,1.418608067980944
2.4108703,-1.7602506,0.09755895,-1.1887410870527442,-0.011400208057719819,1.0020263462894936
2.506578,-0.40962124,1.0982655,-1.564151760678641,-0.018271897629882152,1.4934768435481958
4.467978,2.2030182,0.59518826,-1.4680662531224062,-0.06121760518890553,2.0690162533462146
2.634172,1.5930582,0.17501551,-1.2839485344991959,-0.016150411404160427,2.1500777784083396
