frame_id,apriltag_id,track_id,corner1_x,corner1_y,corner2_x,corner2_y,corner3_x,corner3_y,corner4_x,corner4_y
34,0,1,362,1115,535,1119,530,932,355,933
35,0,0,649,459,805,448,804,285,647,300
35,0,1,364,1089,536,1090,527,900,352,908
36,0,0,649,460,805,449,804,286,647,301
36,0,1,364,1069,537,1060,522,873,348,887
37,0,0,648,460,804,449,803,287,646,302
37,0,1,363,1048,536,1035,517,848,345,867
38,0,0,648,461,804,450,803,288,646,303
38,0,1,363,1030,537,1012,514,825,343,850
39,0,0,648,462,804,451,803,288,646,303
39,0,1,366,1019,540,993,514,807,343,838
40,0,0,648,463,804,452,803,289,646,305
40,0,1,370,1013,544,982,514,796,342,832
41,0,0,648,464,804,453,802,290,646,305
41,0,1,371,1012,547,978,515,793,342,832
42,0,0,648,464,804,453,802,291,646,306
42,0,1,372,1016,549,981,515,796,342,837
43,0,0,648,465,803,454,802,292,646,307
43,0,1,372,1026,549,991,516,808,343,847
44,0,0,648,466,803,454,802,292,646,307
44,0,1,371,1040,549,1009,519,825,345,860
45,0,0,647,466,803,455,802,293,646,308
45,0,1,372,1057,550,1031,522,845,347,876
46,0,0,647,466,803,455,802,293,645,308
46,0,1,374,1077,551,1053,525,865,350,895
47,0,0,647,466,803,455,802,293,645,309
47,0,1,379,1098,554,1076,528,886,354,917
48,0,0,647,467,803,456,802,294,645,309
48,0,1,381,1121,554,1103,532,913,357,938
49,0,0,647,467,803,456,802,294,645,309
49,0,1,383,1145,555,1134,536,942,363,962
50,0,0,647,468,803,457,801,295,645,310
50,0,1,388,1172,556,1166,540,973,370,991
51,0,0,647,468,803,457,801,295,645,311
51,0,1,394,1201,558,1202,544,1008,376,1022
52,0,0,647,469,802,458,801,296,645,311
52,0,1,398,1235,558,1242,550,1048,382,1058
53,0,0,647,469,802,458,801,296,645,311
53,0,1,399,1272,556,1286,556,1090,387,1097
54,0,0,647,469,802,458,801,296,645,312
54,0,1,397,1310,551,1332,562,1133,392,1130
55,0,0,647,470,802,459,801,297,644,312
55,0,1,397,1310,551,1332,562,1133,392,1130
56,0,0,647,470,802,459,801,297,645,312
56,0,1,397,1310,551,1332,562,1133,392,1130
57,0,0,647,470,802,459,801,297,645,312
57,0,1,385,1423,535,1461,570,1259,403,1237
58,0,0,646,470,802,459,801,297,644,312
58,0,1,380,1454,530,1495,573,1292,405,1266
59,0,0,646,470,802,459,801,297,644,313
59,0,1,377,1480,528,1521,574,1317,407,1292
60,0,0,646,471,802,459,800,297,644,313
60,0,1,375,1501,529,1542,574,1337,405,1311
61,0,0,646,471,802,460,800,298,644,313
61,0,1,375,1516,532,1555,574,1350,401,1322
62,0,0,646,471,802,460,800,298,644,314
62,0,1,373,1521,535,1560,574,1354,399,1327
63,0,0,646,472,801,461,800,299,643,314
63,0,1,375,1519,540,1557,573,1351,395,1327
64,0,0,646,472,801,461,800,299,643,315
64,0,1,377,1511,549,1547,569,1344,392,1321
65,0,0,646,473,801,461,800,300,643,315
65,0,1,380,1498,556,1531,566,1332,387,1310
66,0,0,645,473,801,462,800,300,643,315
66,0,1,382,1482,561,1509,563,1314,382,1297
67,0,0,645,474,801,462,799,301,643,316
67,0,1,384,1462,565,1482,561,1291,377,1280
68,0,0,645,474,801,463,799,301,643,316
68,0,1,386,1441,570,1452,558,1264,372,1260
69,0,0,645,474,801,463,799,301,643,317
69,0,1,386,1418,572,1421,555,1235,368,1238
70,0,0,645,474,800,463,799,301,642,317
70,0,1,384,1393,570,1391,551,1207,364,1212
71,0,0,645,475,800,463,799,302,642,317
71,0,1,381,1368,567,1364,548,1178,362,1185
72,0,0,645,475,800,463,799,302,642,317
72,0,1,378,1342,563,1341,545,1152,360,1158
73,0,0,645,475,800,464,799,302,642,317
73,0,1,374,1317,557,1317,543,1127,358,1132
74,0,0,645,475,800,464,799,302,642,318
74,0,1,370,1290,551,1296,541,1104,356,1106
75,0,0,645,476,800,464,798,303,642,318
75,0,1,364,1265,545,1273,540,1080,354,1081
76,0,0,644,476,800,465,798,303,642,318
76,0,1,361,1242,542,1250,540,1056,354,1056
77,0,0,644,476,800,465,798,303,642,319
77,0,1,359,1221,542,1228,540,1035,354,1033
78,0,0,645,477,800,465,798,304,642,319
78,0,1,356,1199,540,1207,539,1013,353,1012
79,0,0,645,477,800,466,798,304,642,320
79,0,1,357,1180,542,1184,540,991,353,991
80,0,0,644,478,800,466,798,305,642,320
80,0,1,359,1162,545,1163,540,969,353,974
81,0,0,644,478,800,467,798,306,642,321
81,0,1,360,1144,546,1142,540,950,353,956
82,0,0,644,479,800,467,798,306,641,321
82,0,1,360,1127,546,1124,540,933,353,939
83,0,0,643,479,799,468,797,307,641,322
83,0,1,364,1111,549,1105,541,914,354,924
84,0,0,643,480,799,468,797,307,641,322
84,0,1,371,1099,554,1085,541,895,354,911
85,0,0,643,480,799,469,797,308,640,323
85,0,1,375,1089,560,1070,541,880,355,902
86,0,0,643,481,798,469,796,308,640,323
86,0,1,375,1081,561,1062,541,871,355,893
87,0,0,643,481,798,470,796,309,640,324
87,0,1,373,1076,559,1058,541,867,354,888
88,0,0,642,481,798,470,796,308,640,324
88,0,1,374,1075,559,1057,541,866,354,887
89,0,0,642,482,797,470,795,309,639,325
89,0,1,376,1078,561,1058,542,867,355,890
90,0,0,641,482,797,471,795,310,639,325
90,0,1,377,1083,561,1064,542,874,356,896
91,0,0,641,483,796,471,794,311,638,326
91,0,1,375,1091,558,1075,543,884,357,903
92,0,0,640,483,795,472,793,311,637,326
92,0,1,374,1100,556,1088,543,896,357,913
93,0,0,639,484,794,473,792,311,636,327
93,0,1,375,1110,555,1101,544,908,359,923
94,0,0,638,485,794,473,791,312,635,327
94,0,1,376,1121,556,1112,545,920,361,935
95,0,0,638,485,793,474,791,313,635,328
95,0,1,379,1133,559,1124,546,932,361,948
96,0,0,637,486,793,474,790,313,634,329
96,0,1,379,1145,560,1137,547,946,361,960
97,0,0,637,486,792,475,789,314,634,329
97,0,1,379,1156,560,1151,548,960,363,972
98,0,0,636,487,791,475,789,314,633,330
98,0,1,380,1169,561,1164,549,974,364,985
99,0,0,635,488,791,476,788,315,632,331
99,0,1,382,1180,561,1178,550,989,366,998
100,0,0,635,488,790,477,788,316,632,331
100,0,1,383,1192,562,1193,553,1003,368,1011
101,0,0,634,489,790,478,787,317,631,332
101,0,1,386,1204,564,1208,555,1019,370,1025
102,0,0,634,490,789,478,786,318,631,334
102,0,1,389,1217,566,1223,557,1035,373,1040
103,0,0,633,491,789,479,786,319,630,334
103,0,1,392,1232,568,1239,559,1052,375,1056
104,0,0,633,492,788,480,785,320,630,336
104,0,1,393,1247,569,1258,560,1072,376,1073
105,0,0,632,493,787,481,785,321,629,337
105,0,1,394,1264,569,1279,562,1094,378,1091
106,0,0,632,494,787,482,784,322,629,338
106,0,1,397,1284,570,1299,564,1117,380,1113
107,0,0,632,495,786,483,783,323,628,339
107,0,1,401,1303,572,1324,566,1141,384,1135
108,0,0,631,496,785,484,782,324,627,340
108,0,1,405,1325,575,1347,570,1166,389,1157
109,0,0,630,497,785,485,782,325,627,341
109,0,1,408,1347,577,1371,571,1193,391,1181
110,0,0,629,498,784,487,781,327,626,342
110,0,1,405,1366,574,1396,573,1220,393,1202
111,0,0,628,500,783,488,779,328,625,344
111,0,1,404,1384,572,1420,574,1245,398,1221
112,0,0,627,501,782,489,778,329,624,345
112,0,1,405,1403,572,1442,576,1269,400,1242
113,0,0,627,502,781,490,778,330,623,346
113,0,1,406,1419,571,1463,577,1291,402,1260
114,0,0,626,503,780,490,777,331,622,347
114,0,1,409,1434,571,1483,578,1310,405,1277
115,0,0,625,503,779,491,776,332,622,347
115,0,1,413,1450,573,1502,580,1327,406,1295
116,0,0,625,504,779,492,775,333,621,349
116,0,1,413,1464,572,1517,580,1343,406,1309
117,0,0,624,505,778,493,775,334,621,350
117,0,1,411,1473,570,1525,579,1354,406,1317
118,0,0,623,507,776,495,773,337,619,352
118,0,1,405,1477,565,1530,576,1360,404,1322
119,0,0,620,509,773,497,770,339,616,354
119,0,1,400,1478,559,1530,571,1359,397,1320
120,0,0,617,511,770,499,767,341,613,356
120,0,1,394,1471,555,1521,566,1351,392,1313
120,0,2,839,1071,1055,1062,1042,849,826,865
121,0,0,615,513,769,501,765,343,611,358
121,0,1,393,1461,555,1508,562,1336,387,1303
121,0,2,827,1072,1043,1062,1028,849,812,866
122,0,0,613,515,767,503,763,345,610,360
122,0,1,394,1447,555,1490,558,1315,381,1289
122,0,2,815,1073,1031,1061,1014,849,799,867
123,0,0,611,516,764,504,760,346,607,362
123,0,1,391,1428,554,1466,552,1286,373,1272
123,0,2,802,1073,1015,1062,999,849,786,867
124,0,0,608,517,761,505,757,347,604,363
124,0,1,382,1406,548,1437,544,1258,363,1248
124,0,2,787,1074,1001,1062,984,850,772,868
125,0,0,606,519,759,506,755,348,601,364
125,0,1,369,1383,542,1405,536,1227,354,1222
125,0,2,773,1074,988,1063,972,851,758,868
126,0,0,606,519,759,507,755,349,602,365
126,0,1,357,1358,537,1373,534,1197,347,1193
126,0,2,764,1075,979,1064,963,852,749,869
127,0,0,606,519,759,507,755,348,602,364
127,0,1,348,1330,532,1338,531,1164,342,1162
127,0,2,755,1076,970,1064,954,852,740,870
128,0,0,605,518,759,506,755,347,601,363
128,0,1,344,1301,530,1302,527,1131,337,1123
128,0,2,745,1077,961,1065,945,852,731,870
129,0,0,605,518,759,506,755,347,601,363
129,0,1,341,1272,528,1268,523,1097,334,1095
129,0,2,736,1078,952,1066,935,853,722,872
130,0,0,605,519,759,506,754,348,601,364
130,0,1,342,1243,528,1236,521,1057,332,1065
130,0,2,728,1081,943,1069,926,856,713,874
131,0,0,606,519,759,507,755,348,601,364
131,0,1,345,1213,531,1204,520,1023,332,1034
131,0,2,720,1083,935,1071,919,859,707,876
132,0,0,607,520,760,507,756,349,603,365
132,0,1,348,1185,533,1174,520,993,331,1005
132,0,2,715,1084,929,1073,913,861,701,878
133,0,0,608,520,761,507,757,349,603,365
133,0,1,350,1158,535,1146,519,965,330,978
133,0,2,710,1085,923,1074,907,862,696,880
134,0,0,606,520,760,507,756,349,602,365
134,0,1,348,1132,533,1119,515,934,327,952
134,0,2,702,1087,916,1076,900,864,689,882
135,0,0,604,520,758,507,754,348,600,365
135,0,1,345,1109,529,1095,512,909,324,927
135,0,2,693,1090,907,1079,891,866,680,884
136,0,0,602,520,756,508,752,349,598,365
136,0,1,345,1088,529,1072,510,884,322,905
136,0,2,684,1092,898,1084,884,870,672,887
137,0,0,601,521,755,508,751,349,597,366
137,0,1,346,1069,530,1050,510,864,323,885
137,0,2,677,1095,889,1088,877,875,667,890
138,0,0,601,522,755,509,750,351,597,367
138,0,1,345,1049,531,1030,511,845,324,865
138,0,2,670,1098,882,1093,872,880,662,893
139,0,0,602,523,755,510,751,352,597,368
139,0,1,344,1030,530,1013,512,827,325,845
139,0,2,666,1102,878,1098,869,886,659,897
140,0,0,601,524,755,511,751,352,597,369
140,0,1,342,1012,529,995,512,810,325,826
140,0,2,663,1107,875,1103,865,892,656,903
141,0,0,599,524,752,512,748,353,595,369
141,0,1,340,996,527,978,509,793,322,810
141,0,2,659,1114,870,1109,859,898,650,910
142,0,0,596,526,749,513,745,354,591,370
142,0,1,337,984,525,964,505,779,319,798
142,0,2,652,1123,863,1118,852,907,643,919
143,0,0,595,527,748,514,744,355,590,371
143,0,1,336,976,523,955,503,770,317,790
143,0,2,646,1132,857,1129,848,918,638,927
144,0,0,595,528,749,515,744,356,590,372
144,0,1,336,972,522,951,503,766,317,786
144,0,2,641,1142,852,1139,844,929,635,937
145,0,0,596,528,749,515,744,357,591,373
145,0,1,338,971,523,949,504,765,319,786
145,0,2,637,1150,847,1150,841,941,633,945
146,0,0,595,530,748,517,743,358,590,374
146,0,1,339,976,524,953,505,770,320,792
146,0,2,631,1160,840,1161,837,954,629,956
147,0,0,593,531,746,518,742,359,588,375
147,0,1,338,986,522,963,506,782,320,801
147,0,2,625,1171,835,1174,832,967,625,967
148,0,0,591,531,744,519,740,360,586,376
148,0,1,334,997,519,979,506,797,319,812
148,0,2,621,1184,830,1187,828,980,620,980
149,0,0,589,532,742,519,737,361,584,376
149,0,1,331,1011,518,995,505,812,318,826
149,0,2,618,1197,827,1199,823,992,616,993
150,0,0,587,532,740,519,736,361,582,376
150,0,1,331,1027,519,1011,505,827,318,842
150,0,2,616,1211,826,1211,820,1005,613,1007
151,0,0,586,532,740,520,735,361,581,377
151,0,1,333,1045,521,1028,506,843,318,860
151,0,2,616,1226,826,1224,818,1019,611,1022
152,0,0,586,533,739,520,735,362,581,377
152,0,1,334,1064,522,1048,507,863,319,878
152,0,2,618,1242,827,1238,817,1032,610,1038
153,0,0,585,533,739,521,734,362,581,377
153,0,1,334,1084,522,1068,508,883,320,898
153,0,2,620,1260,828,1253,816,1047,609,1056
154,0,0,585,533,738,521,734,362,580,377
154,0,1,336,1106,524,1089,510,904,321,919
154,0,2,619,1278,828,1269,814,1064,608,1072
155,0,0,584,533,737,521,733,362,579,377
155,0,1,339,1127,526,1112,511,927,322,942
155,0,2,618,1294,826,1286,813,1081,607,1088
156,0,0,583,532,737,520,732,362,579,377
156,0,1,341,1150,527,1136,513,951,324,966
156,0,2,616,1311,825,1304,812,1098,606,1104
157,0,0,582,532,736,520,731,361,578,377
157,0,1,344,1174,528,1162,514,976,325,991
157,0,2,614,1328,823,1322,811,1115,605,1121
158,0,0,581,532,735,520,731,361,577,376
158,0,1,347,1199,530,1190,515,1004,326,1019
158,0,2,612,1345,822,1339,809,1133,603,1137
159,0,0,581,532,735,520,730,361,576,376
159,0,1,350,1225,533,1218,516,1032,328,1046
159,0,2,609,1362,820,1358,808,1150,602,1152
160,0,0,580,531,734,519,730,360,576,376
160,0,1,354,1254,535,1245,518,1062,330,1076
160,0,2,606,1378,817,1376,807,1167,602,1168
161,0,0,580,531,734,519,730,360,576,375
161,0,1,356,1282,537,1275,519,1094,331,1107
161,0,2,604,1394,816,1395,806,1184,601,1184
162,0,0,580,531,734,519,729,360,575,375
162,0,1,358,1311,539,1306,521,1125,334,1138
162,0,2,604,1411,816,1412,806,1201,601,1201
163,0,0,579,530,733,518,729,359,575,374
163,0,1,360,1340,541,1334,521,1154,334,1167
163,0,2,604,1427,816,1429,806,1217,601,1217
164,0,0,579,530,733,518,729,359,575,374
164,0,1,357,1365,539,1362,519,1184,332,1193
164,0,2,604,1443,816,1444,806,1232,602,1232
165,0,0,579,530,733,518,729,359,575,374
165,0,1,355,1388,536,1388,517,1211,332,1216
165,0,2,604,1459,817,1461,805,1247,601,1248
166,0,0,579,529,733,517,729,358,575,373
166,0,1,353,1410,534,1410,515,1236,334,1237
166,0,2,604,1475,817,1475,804,1261,601,1264
167,0,0,579,529,733,517,729,358,575,373
167,0,1,351,1431,531,1434,513,1259,333,1258
167,0,2,603,1489,815,1489,802,1275,599,1277
168,0,0,579,528,733,517,729,358,575,372
168,0,1,348,1454,529,1461,512,1281,333,1277
168,0,2,599,1502,811,1504,800,1290,598,1289
169,0,0,579,528,733,517,729,357,575,372
169,0,1,349,1473,529,1481,513,1299,336,1294
169,0,2,597,1512,809,1517,799,1303,598,1300
170,0,0,579,528,733,516,729,357,575,372
170,0,1,352,1490,529,1500,515,1315,338,1311
170,0,2,597,1522,808,1528,799,1314,598,1311
171,0,0,580,528,734,516,730,357,575,372
171,0,1,352,1506,527,1518,515,1331,337,1327
171,0,2,597,1533,808,1539,799,1325,599,1322
172,0,0,579,528,734,516,730,357,575,372
172,0,1,346,1517,521,1534,514,1345,334,1338
172,0,2,599,1544,809,1550,801,1336,601,1333
173,0,0,579,528,733,516,729,357,575,372
173,0,1,340,1523,514,1543,510,1354,333,1342
173,0,2,602,1554,811,1560,803,1346,603,1342
174,0,0,578,527,732,516,728,357,574,372
174,0,1,335,1523,507,1546,505,1355,330,1342
174,0,2,604,1562,813,1570,805,1355,606,1350
175,0,0,577,527,731,516,727,357,573,371
175,0,1,330,1516,502,1541,500,1351,325,1336
175,0,2,607,1570,815,1579,807,1364,609,1359
176,0,0,576,527,730,516,726,357,572,371
176,0,1,327,1504,498,1529,497,1339,320,1325
176,0,2,612,1577,818,1588,812,1373,614,1366
177,0,0,576,527,730,516,726,357,572,371
177,0,1,326,1487,497,1510,494,1320,315,1309
177,0,2,618,1582,823,1596,817,1380,620,1372
178,0,0,575,527,729,516,726,357,571,371
178,0,1,327,1466,498,1486,490,1296,310,1289
178,0,2,627,1587,830,1602,825,1387,626,1378
179,0,0,575,527,729,516,725,357,571,371
179,0,1,326,1443,497,1459,486,1270,306,1266
179,0,2,637,1592,839,1608,833,1392,634,1384
180,0,0,574,526,728,515,725,356,570,370
180,0,1,322,1419,494,1432,482,1243,302,1241
180,0,2,646,1597,847,1613,841,1397,641,1390
181,0,0,574,526,728,515,724,356,570,370
181,0,1,319,1393,490,1405,477,1215,297,1216
181,0,2,656,1600,856,1617,849,1400,648,1395
182,0,0,573,525,727,515,724,356,569,369
182,0,1,315,1366,487,1377,473,1187,292,1189
182,0,2,664,1602,863,1619,857,1402,656,1398
183,0,0,573,525,727,514,724,355,569,369
183,0,1,309,1340,483,1349,469,1159,288,1162
183,0,2,673,1601,871,1619,865,1404,664,1397
184,0,0,572,525,726,514,723,355,568,369
184,0,1,302,1313,477,1321,464,1131,284,1134
184,0,2,681,1598,879,1619,874,1404,674,1396
185,0,0,571,525,725,514,722,355,567,368
185,0,1,295,1287,471,1293,459,1103,279,1106
185,0,2,690,1595,887,1619,884,1404,683,1394
186,0,0,570,524,724,514,721,355,566,368
186,0,1,290,1260,466,1265,456,1075,275,1078
186,0,2,699,1591,897,1617,895,1403,694,1391
187,0,0,569,524,723,514,720,355,565,368
187,0,1,287,1234,464,1236,455,1045,273,1051
187,0,2,709,1586,908,1613,906,1400,705,1387
188,0,0,568,524,722,514,719,354,564,368
188,0,1,286,1208,463,1207,454,1016,271,1024
188,0,2,721,1580,920,1609,919,1396,719,1382
189,0,0,567,524,721,514,718,354,563,368
189,0,1,283,1182,462,1178,452,987,268,998
189,0,2,732,1573,931,1602,933,1391,733,1374
190,0,0,566,523,720,513,717,354,562,367
190,0,1,278,1155,459,1151,450,960,266,970
190,0,2,746,1562,943,1595,948,1385,749,1364
191,0,0,564,523,719,513,716,353,561,367
191,0,1,273,1128,455,1122,447,933,263,942
191,0,2,761,1551,956,1587,963,1377,765,1355
192,0,0,562,523,716,513,713,353,559,366
192,0,1,271,1101,455,1094,446,905,262,914
192,0,2,777,1540,971,1578,978,1367,780,1346
193,0,0,560,522,714,512,711,352,556,366
193,0,1,271,1076,455,1065,444,877,260,890
193,0,2,795,1529,988,1567,994,1355,796,1336
194,0,0,558,522,713,512,709,352,555,365
194,0,1,270,1053,454,1040,442,853,258,867
194,0,2,813,1517,1005,1553,1011,1340,813,1323
195,0,0,557,522,712,511,709,352,554,365
195,0,1,269,1031,453,1017,441,831,258,845
195,0,2,831,1502,1024,1538,1030,1325,831,1309
196,0,0,557,520,712,510,709,351,554,364
196,0,1,271,1011,455,996,442,810,259,826
196,0,2,850,1487,1044,1521,1049,1308,850,1293
197,0,0,556,520,710,510,707,350,552,363
197,0,1,272,995,455,978,442,793,258,811
197,0,2,867,1471,1064,1503,1068,1289,867,1276
198,0,0,553,519,708,509,705,349,550,362
198,0,1,269,982,453,965,439,780,256,798
198,0,2,867,1471,1064,1503,1068,1289,867,1276
199,0,0,551,518,705,508,702,348,547,361
199,0,1,266,971,450,954,437,769,254,787
199,0,2,867,1471,1064,1503,1068,1289,867,1276
200,0,0,549,517,704,507,701,347,545,360
200,0,1,265,963,449,945,436,760,253,779
200,0,2,867,1471,1064,1503,1068,1289,867,1276
201,0,0,548,517,703,507,700,346,545,359
201,0,1,266,957,450,940,437,755,254,773
201,0,2,867,1471,1064,1503,1068,1289,867,1276
202,0,0,549,516,703,506,700,346,545,359
202,0,1,268,955,452,936,439,752,255,771
202,0,2,867,1471,1064,1503,1068,1289,867,1276
203,0,0,548,515,703,505,700,345,545,358
203,0,1,271,956,454,936,440,752,256,772
203,0,2,867,1471,1064,1503,1068,1289,867,1276
204,0,0,547,515,701,505,698,345,543,358
204,0,1,271,961,455,940,440,755,255,775
204,0,2,867,1471,1064,1503,1068,1289,867,1276
205,0,0,544,514,699,504,696,344,541,357
205,0,1,268,968,454,949,439,763,253,782
205,0,2,867,1471,1064,1503,1068,1289,867,1276
206,0,0,543,514,698,504,695,344,539,356
206,0,1,267,979,454,961,438,774,251,792
206,0,2,867,1471,1064,1503,1068,1289,867,1276
207,0,0,542,514,697,504,694,344,539,356
207,0,1,268,993,455,976,439,788,252,806
207,0,2,867,1471,1064,1503,1068,1289,867,1276
208,0,0,542,514,697,504,694,344,539,357
208,0,1,272,1010,458,992,442,804,253,822
208,0,2,867,1471,1064,1503,1068,1289,867,1276
209,0,0,542,514,696,504,693,344,538,357
209,0,1,275,1029,461,1012,444,823,255,842
209,0,2,867,1471,1064,1503,1068,1289,867,1276
210,0,0,540,514,695,504,692,344,537,357
210,0,1,275,1052,461,1035,445,846,255,865
210,0,2,867,1471,1064,1503,1068,1289,867,1276
