x,y,z,row,pitch,yaw
0.94,0.0,0.6,0,0,-3.14159
0.94,0.0,0.6,0,0,-3.14159
0.94,0.0,0.6,0,0,-3.14159
1.0131622445198798,0.05378269764684862,0.7769743415617174,0,0,-3.1411040985476584
1.0131622445198798,0.05378269764684862,0.7769743415617174,0,0,-3.1411040985476584
1.0131622445198798,0.05378269764684862,0.7769743415617174,0,0,-3.1411040985476584
1.0387286204305188,0.07777728376717402,0.8366902273276756,0,0,-3.137429684661339
1.0387286204305188,0.07777728376717402,0.8366902273276756,0,0,-3.137429684661339
1.0421334386089025,0.08093705621356304,0.8505587704846116,0,0,-3.138163255660955
1.0421334386089025,0.08093705621356304,0.8505587704846116,0,0,-3.138163255660955
1.0421334386089025,0.08093705621356304,0.8505587704846116,0,0,-3.138163255660955
1.0420866171763494,0.07894101716864567,0.8473413045131243,0,0,-3.1398939843392006
1.0420866171763494,0.07894101716864567,0.8473413045131243,0,0,-3.1398939843392006
1.0347714786468551,0.0981169452639464,0.8493556870795569,0,0,-3.1200154805213325
1.0347714786468551,0.0981169452639464,0.8493556870795569,0,0,-3.1200154805213325
1.03554389664316,0.07567314799774207,0.8377587252460786,0,0,-3.1408539975205443
1.03554389664316,0.07567314799774207,0.8377587252460786,0,0,-3.1408539975205443
1.03554389664316,0.07567314799774207,0.8377587252460786,0,0,-3.1408539975205443
1.028503211928714,0.08568747509775579,0.8388121092049612,0,0,-3.1297246967927173
1.028503211928714,0.08568747509775579,0.8388121092049612,0,0,-3.1297246967927173
1.0265893871593237,0.08262916319201415,0.8345595182433915,0,0,-3.1320092518619855
1.0265893871593237,0.08262916319201415,0.8345595182433915,0,0,-3.1320092518619855
1.02481498883815,0.0796741188951435,0.8369702923982045,0,0,-3.1346180070531977
1.02481498883815,0.0796741188951435,0.8369702923982045,0,0,-3.1346180070531977
1.02481498883815,0.0796741188951435,0.8369702923982045,0,0,-3.1346180070531977
1.0226866621702004,0.07621572522494395,0.8393944116079252,0,0,-3.137695463788138
1.0226866621702004,0.07621572522494395,0.8393944116079252,0,0,-3.137695463788138
1.0226866621702004,0.07621572522494395,0.8393944116079252,0,0,-3.137695463788138
1.022102329906769,0.0638853073425504,0.835765800359307,0,0,-3.1485759908884896
1.022102329906769,0.0638853073425504,0.835765800359307,0,0,-3.1485759908884896
1.018789644224684,0.07026119563390817,0.8312459545338576,0,0,-3.1428933793592364
1.018789644224684,0.07026119563390817,0.8312459545338576,0,0,-3.1428933793592364
1.018789644224684,0.07026119563390817,0.8312459545338576,0,0,-3.1428933793592364
1.015377796225252,0.07685913328143676,0.8392334488783462,0,0,-3.13777023718482
0.9953779419586084,0.07678268513675454,0.8592334484313113,0,0,-3.13777023718482
0.9783129236873025,0.0797139596658504,0.8741185874168275,0,0,-3.135216953159047
0.9433136350687379,0.07949081166286268,0.9091185875658391,0,0,-3.135216953159047
0.9803878207464589,0.07106665040077166,0.8718555716958115,0,0,-3.1434738097287975
0.930387909408368,0.07116070815276578,0.9218555724408696,0,0,-3.1434738097287975
0.9907385478343063,0.06952205781775093,0.8725729611208581,0,0,-3.1438549153168527
0.9407386774744086,0.06963517080797148,0.9225729618659162,0,0,-3.1438549153168527
0.9057387667323642,0.06971434990330865,0.9575729620149278,0,0,-3.1438549153168527
0.979666388548255,0.06563066243045411,0.8779384864343178,0,0,-3.1447106664606586
0.9296666299470664,0.06578656281719829,0.9279384871793759,0,0,-3.1447106664606586
0.909666727251649,0.06584892297626153,0.947938486732341,0,0,-3.1447106664606586
0.9656025831617407,0.07614217605478679,0.877373308755363,0,0,-3.131676005018698
0.925604551009088,0.07574551660255147,0.9173733078612933,0,0,-3.131676005018698
0.9800190194983665,0.09017172429513386,0.8667284253966118,0,0,-3.119022132266681
0.9300317555208388,0.08904329404968968,0.9167284261416698,0,0,-3.119022132266681
0.9897573989933863,0.0923772878391324,0.8677731564208088,0,0,-3.1193765814177303
0.9397697364097968,0.09126657565642432,0.9177731571658668,0,0,-3.1193765814177303
0.9197746710038319,0.09082229075423726,0.937773156718832,0,0,-3.1193765814177303
0.9598834668177743,0.10401937714497879,0.9337511684239633,0,0,-3.1112675043584606
0.924899559922852,0.10295815963483736,0.9687511685729749,0,0,-3.1112675043584606
0.9694403447409738,0.09536186895154351,0.991185492231693,0,0,-3.122606455004762
0.9194493554731478,0.09441261603085259,1.041185492976751,0,0,-3.122606455004762
0.8994529601385464,0.09403291488585928,1.0611854925297162,0,0,-3.122606455004762
0.9529793139270284,0.0889013459949967,1.0924627150616826,0,0,-3.1307466817607805
0.9029822561613061,0.08835905804738668,1.1424627158067406,0,0,-3.1307466817607805
0.8979825501053371,0.08830482925117049,1.147462715694982,0,0,-3.1307466817607805
0.948239849966794,0.10841507931639977,1.1553836252949181,0,0,-3.1126675211967796
0.9082565811395941,0.10725823535052664,1.1953836244008484,0,0,-3.1126675211967796
0.9782942898070648,0.1003350109565728,1.2169442098283265,0,0,-3.1221934372220455
0.9283036991453006,0.09936511096364861,1.2669442105733846,0,0,-3.1221934372220455
0.9133065213879779,0.09907414096577136,1.2819442102381085,0,0,-3.1221934372220455
0.8783131075522139,0.09839521099982826,1.31694421038712,0,0,-3.1221934372220455
0.8283225168904498,0.09742531100690408,1.3669442111321781,0,0,-3.1221934372220455
0.8283225168904498,0.09742531100690408,1.3669442111321781,0,0,-3.1221934372220455
0.7783319262286856,0.09645541101397989,1.4169442118772362,0,0,-3.1221934372220455
